市区町村,latitude,longitude,合計特殊出生率
新発田市,37.950886,139.327892,1.36
小千谷市,37.314339,138.7951,1.46
加茂市,37.666275,139.040198,1.25
十日町市,37.127582,138.755708,1.41
見附市,37.531604,138.912825,1.33
村上市,38.223979,139.480021,1.34
燕市,37.673152,138.88223,1.32
糸魚川市,37.039028,137.862652,1.41
妙高市,37.025196,138.253473,1.28
五泉市,37.744536,139.182568,1.21
上越市,37.147848,138.23608,1.41
阿賀野市,37.834501,139.225983,1.29
佐渡市,38.018353,138.368082,1.45
魚沼市,37.244124,138.924361,1.42
南魚沼市,37.161428,138.925448,1.41
胎内市,38.059711,139.410342,1.32
聖籠町,37.974597,139.274336,1.69
弥彦村,37.691066,138.855249,1.29
田上町,37.698826,139.057982,1.14
阿賀町,37.675485,139.45878,1.38
出雲崎町,37.530707,138.709303,1.32
湯沢町,36.934025,138.81744,1.35
津南町,37.014274,138.652622,1.39
刈羽村,37.422359,138.622442,1.45
関川村,38.089376,139.564918,1.32
粟島浦村,38.468267,139.254439,1.34
富山市,36.695952,137.213677,1.47
高岡市,36.754096,137.025728,1.46
魚津市,36.827367,137.409215,1.44
氷見市,36.855981,136.972849,1.38
滑川市,36.764378,137.341191,1.52
黒部市,36.871508,137.44803,1.46
砺波市,36.647534,136.962009,1.39
小矢部市,36.675575,136.868622,1.44
南砺市,36.557513,136.875336,1.47
射水市,36.782455,137.079614,1.52
舟橋村,36.703531,137.307377,1.51
上市町,36.698414,137.36238,1.32
立山町,36.663522,137.313697,1.41
入善町,36.933511,137.502045,1.34
朝日町,36.94619,137.559943,1.38
金沢市,36.561325,136.656205,1.36
七尾市,37.043102,136.967518,1.39
小松市,36.408351,136.445571,1.62
輪島市,37.39059,136.899196,1.45
珠洲市,37.436347,137.260436,1.56
加賀市,36.302624,136.314627,1.43
羽咋市,36.893599,136.778996,1.44
かほく市,36.719826,136.706727,1.67
白山市,36.514427,136.565892,1.52
能美市,36.446941,136.554242,1.54
野々市市,36.519704,136.609971,1.62
川北町,36.46863,136.542304,1.55
津幡町,36.668693,136.728442,1.37
内灘町,36.653494,136.645086,1.24
志賀町,37.006312,136.77801,1.45
宝達志水町,36.862773,136.797529,1.35
中能登町,36.988884,136.901832,1.59
穴水町,37.230995,136.912475,1.53
能登町,37.353216,137.244521,1.61
福井市,36.064067,136.219494,1.55
敦賀市,35.645244,136.055441,1.55
小浜市,35.495593,135.746644,1.71
大野市,35.979814,136.487564,1.51
勝山市,36.060945,136.500584,1.49
鯖江市,35.956553,136.184474,1.66
あわら市,36.211353,136.229025,1.39
越前市,35.903499,136.16878,1.59
坂井市,36.166925,136.231457,1.46
永平寺町,36.092256,136.298706,1.34
池田町,35.890472,136.343907,1.5
南越前町,35.835164,136.194465,1.52
越前町,35.974208,136.129743,1.53
美浜町,35.60053,135.940543,1.64
高浜町,35.490428,135.55099,1.83
おおい町,35.481166,135.617828,1.91
若狭町,35.461888,135.857211,1.68
甲府市,35.66228,138.568202,1.43
富士吉田市,35.487497,138.807854,1.62
都留市,35.55168,138.905473,1.38
山梨市,35.693394,138.686914,1.37
大月市,35.610485,138.940028,1.1
韮崎市,35.708897,138.446127,1.26
南アルプス市,35.608328,138.464966,1.51
北杜市,35.77653,138.423781,1.39
甲斐市,35.686259,138.487257,1.7
笛吹市,35.64736,138.639786,1.56
上野原市,35.630259,139.108599,1.07
甲州市,35.704316,138.729404,1.36
中央市,35.599629,138.517272,1.28
市川三郷町,35.565303,138.502369,1.43
早川町,35.412917,138.362759,1.33
身延町,35.467494,138.44246,1.23
南部町,35.242352,138.486109,1.23
富士川町,35.561156,138.461384,1.41
昭和町,35.627926,138.535142,1.65
道志村,35.527956,139.033379,1.36
西桂町,35.524069,138.846891,1.39
忍野村,35.460098,138.847861,1.91
山中湖村,35.410645,138.860917,1.66
鳴沢村,35.481392,138.706362,1.61
富士河口湖町,35.497314,138.755084,1.57
小菅村,35.760124,138.940161,1.42
丹波山村,35.789712,138.922231,1.4
長野市,36.64855,138.194243,1.46
松本市,36.238038,137.972034,1.44
上田市,36.401912,138.248889,1.45
岡谷市,36.067012,138.049326,1.55
飯田市,35.514978,137.821447,1.62
諏訪市,36.039142,138.114182,1.51
須坂市,36.651097,138.307192,1.5
小諸市,36.327419,138.42588,1.6
伊那市,35.827481,137.95408,1.45
駒ヶ根市,35.728814,137.933782,1.5
中野市,36.742044,138.36945,1.47
大町市,36.503018,137.851094,1.46
飯山市,36.851745,138.365495,1.43
茅野市,35.995571,138.158893,1.48
塩尻市,36.114972,137.953449,1.46
佐久市,36.248868,138.476831,1.53
千曲市,36.533897,138.120108,1.46
東御市,36.359477,138.330247,1.44
安曇野市,36.303951,137.905801,1.41
小海町,36.095097,138.483472,1.47
川上村,35.975487,138.578605,1.61
南牧村,36.020856,138.492091,1.5
南相木村,36.035985,138.54699,1.43
北相木村,36.059169,138.550883,1.45
佐久穂町,36.161106,138.483544,1.42
軽井沢町,36.34829,138.596955,1.38
御代田町,36.321183,138.508784,1.39
立科町,36.27207,138.315972,1.45
青木村,36.370346,138.12884,1.56
長和町,36.255854,138.267866,1.48
下諏訪町,36.069559,138.08017,1.45
富士見町,35.914621,138.240699,1.43
原村,35.964456,138.21772,1.58
辰野町,35.982513,137.987484,1.41
箕輪町,35.915134,137.981944,1.54
飯島町,35.676737,137.91968,1.48
南箕輪村,35.8729,137.975024,1.61
中川村,35.634537,137.946058,1.51
宮田村,35.768904,137.944307,1.51
松川町,35.597292,137.909567,1.51
高森町,35.551497,137.878437,1.55
阿南町,35.32364,137.816055,1.47
阿智村,35.443769,137.747505,1.53
平谷村,35.323236,137.63003,1.44
根羽村,35.253077,137.58126,1.49
下條村,35.397414,137.786051,1.56
売木村,35.271046,137.711313,1.45
天龍村,35.276227,137.85414,1.49
泰阜村,35.377523,137.846015,1.51
喬木村,35.513682,137.8737,1.63
豊丘村,35.551439,137.895975,1.58
大鹿村,35.578222,138.034017,1.48
上松町,35.784076,137.694069,1.36
南木曽町,35.603756,137.609016,1.45
木祖村,35.936437,137.783301,1.46
王滝村,35.809395,137.550969,1.47
大桑村,35.682911,137.664918,1.54
木曽町,35.842431,137.691508,1.35
麻績村,36.456089,138.045289,1.45
生坂村,36.425248,137.927383,1.53
山形村,36.168028,137.879155,1.5
朝日村,36.12355,137.866133,1.51
筑北村,36.402553,138.011938,1.5
池田町,36.421366,137.874502,1.38
松川村,36.424076,137.854498,1.42
白馬村,36.69818,137.86185,1.39
小谷村,36.779067,137.908405,1.52
坂城町,36.46182,138.180106,1.36
小布施町,36.697492,138.312037,1.51
高山村,36.679768,138.363255,1.33
山ノ内町,36.744634,138.412596,1.39
木島平村,36.858406,138.406829,1.42
野沢温泉村,36.922902,138.440641,1.52
信濃町,36.806404,138.207113,1.44
小川村,36.617271,137.974724,1.5
飯綱町,36.763185,138.254809,1.4
栄村,36.987514,138.577069,1.51
岐阜市,35.423298,136.760654,1.42
大垣市,35.359384,136.61275,1.5
高山市,36.146124,137.252173,1.64
多治見市,35.3328,137.132077,1.33
関市,35.495738,136.917842,1.39
中津川市,35.487548,137.500509,1.47
美濃市,35.54477,136.90754,1.42
瑞浪市,35.361712,137.254587,1.41
羽島市,35.31991,136.703349,1.34
恵那市,35.449314,137.412808,1.41
美濃加茂市,35.440242,137.015664,1.49
土岐市,35.3525,137.183202,1.27
各務原市,35.398869,136.848264,1.46
可児市,35.426121,137.061011,1.44
山県市,35.506109,136.781372,1.32
瑞穂市,35.404094,136.649774,1.64
飛騨市,36.238124,137.186317,1.52
本巣市,35.483047,136.678766,1.33
郡上市,35.748577,136.964354,1.62
下呂市,35.805882,137.2441,1.56
海津市,35.220492,136.636662,1.15
岐南町,35.389722,136.783317,1.74
笠松町,35.3672,136.763167,1.5
養老町,35.308333,136.561555,1.16
垂井町,35.370254,136.527102,1.37
関ケ原町,35.365517,136.466982,1.26
神戸町,35.417368,136.608459,1.36
輪之内町,35.285108,136.637435,1.48
安八町,35.335391,136.665409,1.34
揖斐川町,35.487309,136.568653,1.29
大野町,35.470614,136.627552,1.34
池田町,35.442259,136.572926,1.23
北方町,35.436948,136.685967,1.47
坂祝町,35.426662,136.985459,1.57
富加町,35.484883,136.979824,1.6
川辺町,35.486579,137.070608,1.39
七宗町,35.543724,137.119833,1.46
八百津町,35.475952,137.141502,1.34
白川町,35.581859,137.187824,1.42
東白川村,35.642561,137.323751,1.5
御嵩町,35.434245,137.13079,1.39
白川村,36.270806,136.898478,1.55
静岡市,34.97514,138.383243,1.31
浜松市,34.710896,137.72594,1.45
沼津市,35.095584,138.863493,1.33
熱海市,35.096276,139.071705,1.06
三島市,35.118402,138.918513,1.33
富士宮市,35.222054,138.621643,1.33
伊東市,34.965671,139.101936,1.23
島田市,34.836364,138.175997,1.41
富士市,35.161399,138.676273,1.41
磐田市,34.717904,137.851513,1.42
焼津市,34.86692,138.323189,1.35
掛川市,34.768767,137.998168,1.54
藤枝市,34.867367,138.257458,1.35
御殿場市,35.308584,138.934506,1.54
袋井市,34.750174,137.924679,1.56
下田市,34.679533,138.945316,1.33
裾野市,35.173883,138.906729,1.52
湖西市,34.718466,137.531626,1.37
伊豆市,34.976586,138.946704,1.27
御前崎市,34.637987,138.128127,1.44
菊川市,34.757746,138.084582,1.58
伊豆の国市,35.027735,138.928921,1.29
牧之原市,34.740043,138.224652,1.26
東伊豆町,34.772835,139.041311,1.22
河津町,34.757033,138.987538,1.37
南伊豆町,34.651092,138.858527,1.45
松崎町,34.752769,138.778726,1.39
西伊豆町,34.771676,138.775356,1.37
函南町,35.088973,138.953366,1.43
清水町,35.099015,138.902717,1.35
長泉町,35.13767,138.897178,1.67
小山町,35.360107,138.987298,1.33
吉田町,34.77087,138.251993,1.41
川根本町,35.046833,138.081695,1.3
森町,34.835627,137.927019,1.28
名古屋市,35.166486,136.946434,1.33
豊橋市,34.7692,137.391466,1.48
岡崎市,34.954379,137.174329,1.49
一宮市,35.30389,136.802933,1.42
瀬戸市,35.223614,137.084171,1.34
半田市,34.891718,136.937961,1.41
春日井市,35.247611,136.972224,1.54
豊川市,34.826851,137.375542,1.56
津島市,35.177029,136.741214,1.21
碧南市,34.884804,136.993375,1.48
刈谷市,34.989225,137.002107,1.61
豊田市,35.082395,137.156249,1.5
安城市,34.958641,137.080297,1.58
西尾市,34.861937,137.06185,1.48
蒲郡市,34.8265,137.219516,1.35
犬山市,35.378607,136.944564,1.32
常滑市,34.8867,136.832397,1.25
江南市,35.332011,136.870617,1.35
小牧市,35.29031,136.910952,1.39
稲沢市,35.248132,136.780202,1.43
新城市,34.899229,137.498476,1.28
東海市,35.022843,136.90253,1.62
大府市,35.011657,136.963835,1.71
知多市,34.996533,136.864755,1.45
知立市,35.001272,137.050749,1.64
尾張旭市,35.216513,137.035396,1.46
高浜市,34.927643,136.987677,1.57
岩倉市,35.279503,136.871431,1.58
豊明市,35.053688,137.012997,1.5
日進市,35.132015,137.039412,1.68
田原市,34.668806,137.264203,1.43
愛西市,35.153141,136.7281,1.28
清須市,35.203381,136.865521,1.78
北名古屋市,35.245668,136.866008,1.61
弥富市,35.110018,136.724739,1.5
みよし市,35.08941,137.074854,1.58
あま市,35.170304,136.80083,1.6
長久手市,35.184126,137.048762,1.64
東郷町,35.096748,137.052553,1.53
豊山町,35.250474,136.912006,1.49
大口町,35.332436,136.90767,1.63
扶桑町,35.35914,136.913079,1.55
大治町,35.175078,136.820095,1.58
蟹江町,35.132331,136.786746,1.45
飛島村,35.078848,136.791078,1.46
阿久比町,34.932611,136.915554,1.53
東浦町,34.977094,136.965622,1.4
南知多町,34.715167,136.92997,1.17
美浜町,34.778815,136.908237,1.16
武豊町,34.851134,136.914803,1.49
幸田町,34.864442,137.165617,1.61
設楽町,35.097219,137.571445,1.39
東栄町,35.076939,137.697837,1.51
豊根村,35.146738,137.7197,1.38
津市,34.718596,136.505698,1.41
四日市市,34.965157,136.624485,1.47
伊勢市,34.487514,136.709336,1.43
松阪市,34.577993,136.527593,1.47
桑名市,35.062216,136.683803,1.41
鈴鹿市,34.88188,136.584209,1.47
名張市,34.627659,136.108296,1.35
尾鷲市,34.070799,136.190995,1.47
亀山市,34.855755,136.451645,1.49
鳥羽市,34.481435,136.843362,1.37
熊野市,33.888604,136.100237,1.5
いなべ市,35.115701,136.561471,1.45
志摩市,34.32816,136.829691,1.32
伊賀市,34.768595,136.12991,1.42
木曽岬町,35.07598,136.731328,1.32
東員町,35.074257,136.583578,1.51
菰野町,35.020068,136.507344,1.48
朝日町,35.03421,136.664352,1.57
川越町,35.023009,136.673865,1.59
多気町,34.496153,136.546146,1.4
明和町,34.54756,136.623176,1.52
大台町,34.393387,136.407875,1.51
玉城町,34.490278,136.630929,1.49
度会町,34.438923,136.622466,1.41
大紀町,34.358045,136.415792,1.38
南伊勢町,34.352095,136.703689,1.49
紀北町,34.211533,136.337313,1.42
御浜町,33.814478,136.048724,1.46
紀宝町,33.733773,136.00967,1.51
大津市,35.017893,135.854607,1.43
彦根市,35.274461,136.259623,1.42
長浜市,35.380815,136.278722,1.52
近江八幡市,35.128339,136.097907,1.52
草津市,35.013134,135.959936,1.37
守山市,35.05894,135.994404,1.65
栗東市,35.021617,135.997996,1.92
甲賀市,34.966139,136.167092,1.45
野洲市,35.067454,136.02585,1.55
湖南市,35.00415,136.084679,1.43
高島市,35.353071,136.03583,1.45
東近江市,35.112456,136.207765,1.51
米原市,35.361585,136.370192,1.45
日野町,35.018003,136.246043,1.48
竜王町,35.060803,136.124535,1.42
愛荘町,35.16894,136.212367,1.52
豊郷町,35.200343,136.229893,1.53
甲良町,35.204119,136.261205,1.41
多賀町,35.221996,136.292049,1.63
京都市,35.041053,135.753983,1.13
福知山市,35.2967,135.126563,1.84
舞鶴市,35.474797,135.385992,1.71
綾部市,35.298916,135.258812,1.59
宇治市,34.884461,135.799854,1.35
宮津市,35.535577,135.195567,1.63
亀岡市,35.013408,135.573609,1.33
城陽市,34.853008,135.779974,1.34
向日市,34.948736,135.698288,1.51
長岡京市,34.926771,135.695785,1.51
八幡市,34.875555,135.707621,1.24
京田辺市,34.814459,135.767695,1.4
京丹後市,35.624166,135.061,1.71
南丹市,35.107374,135.47026,1.31
木津川市,34.737162,135.820117,1.54
大山崎町,34.902806,135.688476,1.9
久御山町,34.8815,135.732607,1.42
井手町,34.798408,135.803306,1.28
宇治田原町,34.85267,135.856855,1.27
笠置町,34.76045,135.939366,1.09
和束町,34.79571,135.90488,1.17
精華町,34.760856,135.785833,1.28
南山城村,34.772789,135.993537,1.12
京丹波町,35.164362,135.423055,1.33
伊根町,35.675146,135.272639,1.61
与謝野町,35.565309,135.152841,1.49
大阪市,34.701279,135.52809,1.16
堺市,34.573254,135.483101,1.42
岸和田市,34.460634,135.370829,1.44
豊中市,34.781266,135.469739,1.5
池田市,34.821705,135.428444,1.31
吹田市,34.759453,135.51686,1.37
泉大津市,34.504279,135.410464,1.43
高槻市,34.846159,135.617272,1.39
貝塚市,34.437584,135.358517,1.35
守口市,34.737695,135.563904,1.43
枚方市,34.81434,135.650658,1.36
茨木市,34.816338,135.568505,1.42
八尾市,34.626864,135.600978,1.43
泉佐野市,34.406848,135.327337,1.23
富田林市,34.499527,135.597128,1.26
寝屋川市,34.766093,135.6281,1.41
河内長野市,34.458084,135.564226,1.14
松原市,34.577879,135.55185,1.35
大東市,34.712015,135.623659,1.33
和泉市,34.483527,135.423557,1.37
箕面市,34.82693,135.470463,1.35
柏原市,34.579305,135.628642,1.22
羽曳野市,34.558035,135.606212,1.31
門真市,34.739542,135.58689,1.25
摂津市,34.777356,135.561817,1.51
高石市,34.520717,135.442452,1.58
藤井寺市,34.574277,135.597474,1.3
東大阪市,34.67933,135.601012,1.29
泉南市,34.366005,135.273339,1.45
四條畷市,34.739941,135.639533,1.35
交野市,34.787944,135.679953,1.45
大阪狭山市,34.503795,135.555693,1.46
阪南市,34.359583,135.23967,1.19
島本町,34.883925,135.66297,1.47
豊能町,34.918948,135.494174,0.92
能勢町,34.972551,135.414274,1.02
忠岡町,34.487093,135.401323,1.35
熊取町,34.401283,135.355785,1.41
田尻町,34.393774,135.291174,1.52
岬町,34.316978,135.142139,1.18
太子町,34.518682,135.647661,1.28
河南町,34.491637,135.629699,1.2
千早赤阪村,34.464587,135.622537,1.19
神戸市,34.720228,135.265455,1.25
姫路市,34.815149,134.685353,1.49
尼崎市,34.733734,135.406376,1.47
明石市,34.643107,134.997179,1.63
西宮市,34.737597,135.341564,1.37
洲本市,34.342426,134.89562,1.44
芦屋市,34.72695,135.304162,1.3
伊丹市,34.784306,135.400947,1.5
相生市,34.803601,134.468066,1.6
豊岡市,35.544575,134.820181,1.56
加古川市,34.75695,134.841177,1.43
赤穂市,34.754956,134.390284,1.34
西脇市,34.993355,134.969189,1.42
宝塚市,34.799767,135.360073,1.36
三木市,34.796944,134.990197,1.32
高砂市,34.766201,134.790442,1.41
川西市,34.830135,135.417278,1.3
小野市,34.853193,134.931376,1.4
三田市,34.889996,135.225453,1.17
加西市,34.927936,134.841622,1.28
丹波篠山市,35.075661,135.219051,1.43
養父市,35.404657,134.767671,1.56
丹波市,35.1771,135.035854,1.56
南あわじ市,34.29448,134.779855,1.51
朝来市,35.339665,134.85315,1.61
淡路市,34.439699,134.915016,1.38
宍粟市,35.004417,134.549466,1.44
加東市,34.918573,134.973381,1.58
たつの市,34.857863,134.54536,1.38
猪名川町,34.895037,135.376162,1.04
多可町,35.050335,134.923275,1.29
稲美町,34.748807,134.913551,1.34
播磨町,34.715299,134.867912,1.48
市川町,34.989368,134.763317,1.16
福崎町,34.950302,134.760248,1.5
神河町,35.064226,134.739831,1.38
太子町,34.833264,134.572255,1.45
上郡町,34.873563,134.356098,1.08
佐用町,35.004346,134.355734,1.39
香美町,35.632186,134.629178,1.51
新温泉町,35.623481,134.448939,1.53
奈良市,34.685087,135.805,1.25
大和高田市,34.515046,135.736392,1.18
大和郡山市,34.649374,135.782755,1.3
天理市,34.596647,135.837331,1.34
橿原市,34.509448,135.792626,1.34
桜井市,34.518714,135.843216,1.3
五條市,34.35203,135.693632,1.07
御所市,34.463331,135.74024,1.16
生駒市,34.69196,135.700536,1.33
香芝市,34.541256,135.698937,1.53
葛城市,34.511119,135.706917,1.52
宇陀市,34.528029,135.952269,1.04
山添村,34.68128,136.0438,1.2
平群町,34.629174,135.700654,1.22
三郷町,34.600138,135.695525,1.44
斑鳩町,34.608849,135.730591,1.51
安堵町,34.60648,135.756781,1.19
川西町,34.584394,135.774038,1.28
三宅町,34.573698,135.773144,1.27
田原本町,34.556601,135.794876,1.45
曽爾村,34.510647,136.124478,1.29
御杖村,34.488389,136.165916,1.29
高取町,34.449513,135.793175,1.05
明日香村,34.471278,135.820641,1.26
上牧町,34.562749,135.716629,1.13
王寺町,34.594725,135.706551,1.51
広陵町,34.542784,135.750835,1.42
河合町,34.578472,135.736672,1.16
吉野町,34.396049,135.857618,1.08
大淀町,34.390562,135.789716,1.04
下市町,34.360981,135.791858,1.07
黒滝村,34.309307,135.852142,1.36
天川村,34.241909,135.855149,1.31
野迫川村,34.166257,135.633063,1.26
十津川村,33.988495,135.792415,1.35
下北山村,34.005038,135.955167,1.39
上北山村,34.134322,135.999988,1.27
川上村,34.338107,135.954325,1.36
東吉野村,34.403582,135.968365,1.23
和歌山市,34.230511,135.170808,1.45
海南市,34.155336,135.209223,1.29
橋本市,34.315053,135.605296,1.29
有田市,34.083095,135.127635,1.31
御坊市,33.891492,135.152346,1.39
田辺市,33.728034,135.377768,1.51
新宮市,33.724108,135.992955,1.54
紀の川市,34.26986,135.362757,1.28
岩出市,34.256295,135.311323,1.46
紀美野町,34.167225,135.307489,1.28
かつらぎ町,34.296396,135.503836,1.39
九度山町,34.287169,135.562245,1.21
高野町,34.216069,135.586536,1.34
湯浅町,34.029394,135.190452,1.42
広川町,34.030032,135.172993,1.32
有田川町,34.065322,135.254432,1.58
美浜町,33.893756,135.133101,1.44
日高町,33.92573,135.140883,1.62
由良町,33.959223,135.118349,1.42
印南町,33.818367,135.218247,1.59
みなべ町,33.772324,135.321442,1.42
日高川町,33.911783,135.185875,1.62
白浜町,33.678165,135.348134,1.35
上富田町,33.696366,135.42883,1.58
すさみ町,33.550151,135.49664,1.41
那智勝浦町,33.62595,135.941067,1.43
太地町,33.594031,135.943962,1.32
古座川町,33.53184,135.814802,1.42
北山村,33.932097,135.969207,1.43
串本町,33.47247,135.781498,1.4
鳥取市,35.501133,134.235091,1.49
米子市,35.428072,133.330945,1.62
倉吉市,35.430179,133.825561,1.64
境港市,35.539592,133.231486,1.57
岩美町,35.575993,134.33209,1.55
若桜町,35.34017,134.400997,1.5
智頭町,35.26505,134.226612,1.52
八頭町,35.409207,134.250526,1.5
三朝町,35.408508,133.862306,1.49
湯梨浜町,35.489959,133.864781,1.72
琴浦町,35.495398,133.693278,1.65
北栄町,35.49003,133.758355,1.66
日吉津村,35.440207,133.380788,1.61
大山町,35.510737,133.496114,1.52
南部町,35.370784,133.361891,1.49
伯耆町,35.385333,133.407164,1.54
日南町,35.163294,133.306233,1.55
日野町,35.240791,133.442786,1.51
江府町,35.283187,133.488561,1.54
松江市,35.46806,133.048375,1.54
浜田市,34.899303,132.079783,1.64
出雲市,35.367035,132.754682,1.66
益田市,34.674817,131.842862,1.76
大田市,35.192106,132.499293,1.68
安来市,35.431442,133.250915,1.47
江津市,35.011418,132.22093,1.57
雲南市,35.307726,132.900299,1.5
奥出雲町,35.19743,133.002543,1.6
飯南町,35.000035,132.713874,1.62
川本町,34.994145,132.495496,1.61
美郷町,35.07669,132.590559,1.63
邑南町,34.893963,132.43797,1.76
津和野町,34.467185,131.773166,1.59
吉賀町,34.442094,131.867897,1.72
海士町,36.096571,133.096709,1.58
西ノ島町,36.093027,132.994422,1.6
知夫村,36.013929,133.039386,1.6
隠岐の島町,36.209014,133.32177,1.82
岡山市,34.65534,133.919813,1.39
倉敷市,34.585013,133.772084,1.57
津山市,35.069116,134.004543,1.58
玉野市,34.491943,133.945987,1.37
笠岡市,34.50718,133.507441,1.26
井原市,34.597672,133.463681,1.4
総社市,34.672807,133.746528,1.55
高梁市,34.791023,133.616733,1.37
新見市,34.97703,133.470306,1.4
備前市,34.74516,134.188044,1.41
瀬戸内市,34.664887,134.092846,1.36
赤磐市,34.755388,134.01884,1.51
真庭市,35.075602,133.75273,1.61
美作市,35.008588,134.148572,1.5
浅口市,34.527839,133.584922,1.4
和気町,34.849729,134.097923,1.32
早島町,34.600702,133.828354,1.68
里庄町,34.51379,133.556866,1.51
矢掛町,34.627593,133.587085,1.52
新庄村,35.179458,133.567734,1.51
鏡野町,35.091833,133.932799,1.75
勝央町,35.04184,134.116183,1.71
奈義町,35.123024,134.177425,1.81
西粟倉村,35.171331,134.336273,1.44
久米南町,34.929246,133.960687,1.57
美咲町,34.997953,133.958163,1.74
吉備中央町,34.860965,133.811806,1.39
広島市,34.386245,132.455018,1.4
呉市,34.249254,132.565805,1.4
竹原市,34.341794,132.907088,1.36
三原市,34.397433,133.078658,1.4
尾道市,34.408876,133.204889,1.42
福山市,34.485899,133.362313,1.6
府中市,34.568347,133.236321,1.31
三次市,34.805574,132.851674,1.63
庄原市,34.857732,133.017277,1.59
大竹市,34.237977,132.222475,1.47
東広島市,34.42638,132.743307,1.49
廿日市市,34.348258,132.331622,1.44
安芸高田市,34.666307,132.704299,1.5
江田島市,34.223002,132.443855,1.42
府中町,34.392486,132.50458,1.76
海田町,34.372164,132.536089,1.8
熊野町,34.335736,132.584637,1.53
坂町,34.34124,132.513703,1.62
安芸太田町,34.576745,132.227141,1.35
北広島町,34.674558,132.538416,1.62
大崎上島町,34.269633,132.915086,1.57
世羅町,34.586828,133.056651,1.64
神石高原町,34.703661,133.247652,1.53
下関市,33.957831,130.941459,1.45
宇部市,33.951509,131.246786,1.5
山口市,34.178496,131.473727,1.44
萩市,34.408116,131.399085,1.39
防府市,34.051752,131.56269,1.53
下松市,34.01503,131.870342,1.87
岩国市,34.166562,132.218848,1.58
光市,33.961913,131.942282,1.58
長門市,34.370956,131.182195,1.45
柳井市,33.963833,132.101597,1.36
美祢市,34.166635,131.205678,1.17
周南市,34.055119,131.806186,1.61
山陽小野田市,34.003064,131.181967,1.44
周防大島町,33.927595,132.195234,1.35
和木町,34.202406,132.220408,1.72
上関町,33.830976,132.110743,1.48
田布施町,33.954703,132.041373,1.38
平生町,33.937988,132.073052,1.5
阿武町,34.503335,131.471399,1.46
徳島市,34.07027,134.554844,1.53
鳴門市,34.172562,134.608786,1.22
小松島市,34.004711,134.590674,1.36
阿南市,33.921748,134.659469,1.49
吉野川市,34.025689,134.259833,1.42
阿波市,34.102148,134.297437,1.31
美馬市,34.053403,134.169749,1.42
三好市,34.026041,133.807263,1.38
勝浦町,33.931408,134.511356,1.38
上勝町,33.889162,134.402051,1.47
佐那河内村,33.993208,134.453122,1.42
石井町,34.074173,134.44069,1.44
神山町,33.967291,134.350461,1.45
那賀町,33.820626,134.47883,1.47
牟岐町,33.668407,134.420555,1.39
美波町,33.734553,134.535444,1.57
海陽町,33.602029,134.351997,1.51
松茂町,34.133768,134.580556,1.55
北島町,34.125578,134.546987,1.64
藍住町,34.126587,134.49509,1.58
板野町,34.144363,134.462618,1.54
上板町,34.121384,134.404816,1.51
つるぎ町,34.037335,134.064074,1.36
東みよし町,34.036783,133.936757,1.6
高松市,34.342788,134.046574,1.51
丸亀市,34.289506,133.797706,1.6
坂出市,34.316319,133.86051,1.43
善通寺市,34.228533,133.787113,1.49
観音寺市,34.128466,133.662811,1.59
さぬき市,34.325207,134.17212,1.26
東かがわ市,34.243809,134.358743,1.38
三豊市,34.182547,133.715219,1.5
土庄町,34.486022,134.185807,1.47
小豆島町,34.481998,134.233595,1.49
三木町,34.268284,134.134293,1.44
直島町,34.459703,133.995689,1.51
宇多津町,34.310298,133.825513,1.67
綾川町,34.249627,133.923066,1.4
琴平町,34.191417,133.823303,1.45
多度津町,34.272488,133.753605,1.49
まんのう町,34.192329,133.841402,1.49
松山市,33.839157,132.765575,1.34
今治市,34.066098,132.99786,1.48
宇和島市,33.22334,132.560557,1.56
八幡浜市,33.462898,132.423336,1.45
新居浜市,33.96029,133.283351,1.6
西条市,33.919511,133.18117,1.61
大洲市,33.506194,132.544509,1.56
伊予市,33.757429,132.703729,1.32
四国中央市,33.980761,133.549195,1.54
西予市,33.36262,132.510992,1.64
東温市,33.791024,132.872296,1.26
上島町,34.257336,133.204507,1.34
久万高原町,33.655606,132.901671,1.47
松前町,33.78744,132.711375,1.44
砥部町,33.749263,132.792228,1.36
内子町,33.532902,132.658007,1.52
伊方町,33.488574,132.354012,1.55
松野町,33.227189,132.710799,1.46
鬼北町,33.255857,132.684104,1.53
愛南町,32.962164,132.583324,1.58
高知市,33.559587,133.529279,1.39
室戸市,33.290009,134.152051,1.5
安芸市,33.502546,133.907166,1.39
南国市,33.575671,133.64146,1.52
土佐市,33.496044,133.425292,1.63
須崎市,33.400745,133.282953,1.4
宿毛市,32.939009,132.726286,1.51
土佐清水市,32.781634,132.954989,1.33
四万十市,32.991384,132.933749,1.56
香南市,33.564171,133.700488,1.56
香美市,33.603719,133.686003,1.39
東洋町,33.527937,134.279974,1.49
奈半利町,33.424181,134.020952,1.49
田野町,33.427708,134.008293,1.47
安田町,33.43857,133.981074,1.43
北川村,33.447694,134.042067,1.44
馬路村,33.55535,134.048108,1.42
芸西村,33.526901,133.808914,1.42
本山町,33.757107,133.591412,1.45
大豊町,33.764291,133.664275,1.49
土佐町,33.737064,133.531675,1.49
大川村,33.783926,133.466608,1.47
いの町,33.548754,133.427773,1.41
仁淀川町,33.575245,133.168574,1.53
中土佐町,33.337346,133.140361,1.47
佐川町,33.500869,133.28653,1.36
